,Entity,Code,Year,Political regime
4601,Central African Republic,CAF,1972,0
4602,Central African Republic,CAF,1973,0
4603,Central African Republic,CAF,1974,0
4604,Central African Republic,CAF,1975,0
4605,Central African Republic,CAF,1976,0
4606,Central African Republic,CAF,1977,0
4607,Central African Republic,CAF,1978,0
4608,Central African Republic,CAF,1979,0
4609,Central African Republic,CAF,1980,0
4610,Central African Republic,CAF,1981,0
4611,Central African Republic,CAF,1982,0
4612,Central African Republic,CAF,1983,0
4613,Central African Republic,CAF,1984,0
4614,Central African Republic,CAF,1985,0
4615,Central African Republic,CAF,1986,0
4616,Central African Republic,CAF,1987,1
4617,Central African Republic,CAF,1988,1
4618,Central African Republic,CAF,1989,1
4691,Chad,TCD,1961,1
4692,Chad,TCD,1962,1
4693,Chad,TCD,1963,1
4694,Chad,TCD,1964,1
4695,Chad,TCD,1965,1
4696,Chad,TCD,1966,1
4697,Chad,TCD,1967,1
4698,Chad,TCD,1968,1
4699,Chad,TCD,1969,0
4700,Chad,TCD,1970,0
4701,Chad,TCD,1971,0
4702,Chad,TCD,1972,0
4703,Chad,TCD,1973,0
4704,Chad,TCD,1974,0
4705,Chad,TCD,1975,0
4706,Chad,TCD,1976,0
4707,Chad,TCD,1977,0
4708,Chad,TCD,1978,0
4709,Chad,TCD,1979,0
4710,Chad,TCD,1980,0
4711,Chad,TCD,1981,0
4712,Chad,TCD,1982,0
4713,Chad,TCD,1983,0
4714,Chad,TCD,1984,0
4715,Chad,TCD,1985,0
4716,Chad,TCD,1986,0
4717,Chad,TCD,1987,0
4718,Chad,TCD,1988,0
4719,Chad,TCD,1989,0
4920,Chile,CHL,1961,2
4921,Chile,CHL,1962,2
4922,Chile,CHL,1963,2
4923,Chile,CHL,1964,2
4924,Chile,CHL,1965,2
4925,Chile,CHL,1966,2
4926,Chile,CHL,1967,2
4927,Chile,CHL,1968,2
4928,Chile,CHL,1969,2
4929,Chile,CHL,1970,2
4930,Chile,CHL,1971,2
4931,Chile,CHL,1972,2
4932,Chile,CHL,1973,0
4933,Chile,CHL,1974,0
4934,Chile,CHL,1975,0
4935,Chile,CHL,1976,0
4936,Chile,CHL,1977,0
4937,Chile,CHL,1978,0
4938,Chile,CHL,1979,0
4939,Chile,CHL,1980,0
4940,Chile,CHL,1981,0
4941,Chile,CHL,1982,0
4942,Chile,CHL,1983,0
4943,Chile,CHL,1984,0
4944,Chile,CHL,1985,0
4945,Chile,CHL,1986,0
4946,Chile,CHL,1987,0
4947,Chile,CHL,1988,0
4948,Chile,CHL,1989,0
5152,China,CHN,1961,0
5153,China,CHN,1962,0
5154,China,CHN,1963,0
5155,China,CHN,1964,0
5156,China,CHN,1965,0
5157,China,CHN,1966,0
5158,China,CHN,1967,0
5159,China,CHN,1968,0
5160,China,CHN,1969,0
5161,China,CHN,1970,0
5162,China,CHN,1971,0
5163,China,CHN,1972,0
5164,China,CHN,1973,0
5165,China,CHN,1974,0
5166,China,CHN,1975,0
5167,China,CHN,1976,0
5168,China,CHN,1977,0
5169,China,CHN,1978,0
5170,China,CHN,1979,0
5171,China,CHN,1980,0
5172,China,CHN,1981,0
5173,China,CHN,1982,0
5174,China,CHN,1983,0
5175,China,CHN,1984,0
5176,China,CHN,1985,0
5177,China,CHN,1986,0
5178,China,CHN,1987,0
5179,China,CHN,1988,0
5180,China,CHN,1989,0
5363,Colombia,COL,1961,1
5364,Colombia,COL,1962,1
5365,Colombia,COL,1963,1
5366,Colombia,COL,1964,1
5367,Colombia,COL,1965,1
5368,Colombia,COL,1966,1
5369,Colombia,COL,1967,1
5370,Colombia,COL,1968,1
5371,Colombia,COL,1969,1
5372,Colombia,COL,1970,1
5373,Colombia,COL,1971,1
5374,Colombia,COL,1972,1
5375,Colombia,COL,1973,1
5376,Colombia,COL,1974,1
5377,Colombia,COL,1975,1
5378,Colombia,COL,1976,1
5379,Colombia,COL,1977,1
5380,Colombia,COL,1978,1
5381,Colombia,COL,1979,1
5382,Colombia,COL,1980,1
5383,Colombia,COL,1981,1
5384,Colombia,COL,1982,1
5385,Colombia,COL,1983,1
5386,Colombia,COL,1984,1
5387,Colombia,COL,1985,1
5388,Colombia,COL,1986,1
5389,Colombia,COL,1987,1
5390,Colombia,COL,1988,1
5391,Colombia,COL,1989,1
5452,Comoros,COM,1961,0
5453,Comoros,COM,1962,0
5454,Comoros,COM,1963,0
5455,Comoros,COM,1964,0
5456,Comoros,COM,1965,0
5457,Comoros,COM,1966,0
5458,Comoros,COM,1967,0
5459,Comoros,COM,1968,0
5460,Comoros,COM,1969,0
5461,Comoros,COM,1970,0
5462,Comoros,COM,1971,0
5463,Comoros,COM,1972,0
5464,Comoros,COM,1973,0
5465,Comoros,COM,1974,0
5466,Comoros,COM,1975,0
5467,Comoros,COM,1976,1
5468,Comoros,COM,1977,1
5469,Comoros,COM,1978,0
5470,Comoros,COM,1979,0
5471,Comoros,COM,1980,0
5472,Comoros,COM,1981,0
5473,Comoros,COM,1982,0
5474,Comoros,COM,1983,0
5475,Comoros,COM,1984,0
5476,Comoros,COM,1985,0
5477,Comoros,COM,1986,0
5478,Comoros,COM,1987,0
5479,Comoros,COM,1988,0
5480,Comoros,COM,1989,1
5570,Congo,COG,1961,1
5571,Congo,COG,1962,1
5572,Congo,COG,1963,0
5573,Congo,COG,1964,0
5574,Congo,COG,1965,0
5575,Congo,COG,1966,0
5576,Congo,COG,1967,0
5577,Congo,COG,1968,0
5578,Congo,COG,1969,0
5579,Congo,COG,1970,0
5580,Congo,COG,1971,0
5581,Congo,COG,1972,0
5582,Congo,COG,1973,0
5583,Congo,COG,1974,0
5584,Congo,COG,1975,0
5585,Congo,COG,1976,0
5586,Congo,COG,1977,0
5587,Congo,COG,1978,0
5588,Congo,COG,1979,0
5589,Congo,COG,1980,0
5590,Congo,COG,1981,0
5591,Congo,COG,1982,0
5592,Congo,COG,1983,0
5593,Congo,COG,1984,0
5594,Congo,COG,1985,0
5595,Congo,COG,1986,0
5596,Congo,COG,1987,0
5597,Congo,COG,1988,0
5598,Congo,COG,1989,0
5753,Costa Rica,CRI,1961,2
5754,Costa Rica,CRI,1962,2
5755,Costa Rica,CRI,1963,2
5756,Costa Rica,CRI,1964,2
5757,Costa Rica,CRI,1965,2
5758,Costa Rica,CRI,1966,2
5759,Costa Rica,CRI,1967,2
5760,Costa Rica,CRI,1968,2
5761,Costa Rica,CRI,1969,2
5762,Costa Rica,CRI,1970,2
5763,Costa Rica,CRI,1971,2
5764,Costa Rica,CRI,1972,2
5765,Costa Rica,CRI,1973,2
5766,Costa Rica,CRI,1974,2
5767,Costa Rica,CRI,1975,2
5768,Costa Rica,CRI,1976,2
5769,Costa Rica,CRI,1977,2
5770,Costa Rica,CRI,1978,2
5771,Costa Rica,CRI,1979,2
5772,Costa Rica,CRI,1980,2
5773,Costa Rica,CRI,1981,2
5774,Costa Rica,CRI,1982,2
5775,Costa Rica,CRI,1983,2
5776,Costa Rica,CRI,1984,2
5777,Costa Rica,CRI,1985,2
5778,Costa Rica,CRI,1986,2
5779,Costa Rica,CRI,1987,2
5780,Costa Rica,CRI,1988,2
5781,Costa Rica,CRI,1989,3
5874,Cote d'Ivoire,CIV,1961,1
5875,Cote d'Ivoire,CIV,1962,1
5876,Cote d'Ivoire,CIV,1963,1
5877,Cote d'Ivoire,CIV,1964,1
5878,Cote d'Ivoire,CIV,1965,0
5879,Cote d'Ivoire,CIV,1966,0
5880,Cote d'Ivoire,CIV,1967,0
5881,Cote d'Ivoire,CIV,1968,0
5882,Cote d'Ivoire,CIV,1969,0
5883,Cote d'Ivoire,CIV,1970,0
5884,Cote d'Ivoire,CIV,1971,0
5885,Cote d'Ivoire,CIV,1972,0
5886,Cote d'Ivoire,CIV,1973,0
5887,Cote d'Ivoire,CIV,1974,0
5888,Cote d'Ivoire,CIV,1975,0
5889,Cote d'Ivoire,CIV,1976,0
5890,Cote d'Ivoire,CIV,1977,0
5891,Cote d'Ivoire,CIV,1978,0
5892,Cote d'Ivoire,CIV,1979,0
5893,Cote d'Ivoire,CIV,1980,0
5894,Cote d'Ivoire,CIV,1981,0
5895,Cote d'Ivoire,CIV,1982,0
5896,Cote d'Ivoire,CIV,1983,0
5897,Cote d'Ivoire,CIV,1984,0
5898,Cote d'Ivoire,CIV,1985,1
5899,Cote d'Ivoire,CIV,1986,1
5900,Cote d'Ivoire,CIV,1987,1
5901,Cote d'Ivoire,CIV,1988,1
5902,Cote d'Ivoire,CIV,1989,1
5954,Croatia,HRV,1961,0
5955,Croatia,HRV,1962,0
5956,Croatia,HRV,1963,0
5957,Croatia,HRV,1964,0
5958,Croatia,HRV,1965,0
5959,Croatia,HRV,1966,0
5960,Croatia,HRV,1967,0
5961,Croatia,HRV,1968,0
5962,Croatia,HRV,1969,0
5963,Croatia,HRV,1970,0
5964,Croatia,HRV,1971,0
5965,Croatia,HRV,1972,0
5966,Croatia,HRV,1973,0
5967,Croatia,HRV,1974,0
5968,Croatia,HRV,1975,0
5969,Croatia,HRV,1976,0
5970,Croatia,HRV,1977,0
5971,Croatia,HRV,1978,0
5972,Croatia,HRV,1979,0
5973,Croatia,HRV,1980,0
5974,Croatia,HRV,1981,0
5975,Croatia,HRV,1982,0
5976,Croatia,HRV,1983,0
5977,Croatia,HRV,1984,0
5978,Croatia,HRV,1985,0
5979,Croatia,HRV,1986,0
5980,Croatia,HRV,1987,0
5981,Croatia,HRV,1988,0
5982,Croatia,HRV,1989,0
6186,Cuba,CUB,1961,0
6187,Cuba,CUB,1962,0
6188,Cuba,CUB,1963,0
6189,Cuba,CUB,1964,0
6190,Cuba,CUB,1965,0
6191,Cuba,CUB,1966,0
6192,Cuba,CUB,1967,0
6193,Cuba,CUB,1968,0
6194,Cuba,CUB,1969,0
6195,Cuba,CUB,1970,0
6196,Cuba,CUB,1971,0
6197,Cuba,CUB,1972,0
6198,Cuba,CUB,1973,0
6199,Cuba,CUB,1974,0
6200,Cuba,CUB,1975,0
6201,Cuba,CUB,1976,0
6202,Cuba,CUB,1977,0
6203,Cuba,CUB,1978,0
6204,Cuba,CUB,1979,0
6205,Cuba,CUB,1980,0
6206,Cuba,CUB,1981,0
6207,Cuba,CUB,1982,0
6208,Cuba,CUB,1983,0
6209,Cuba,CUB,1984,0
6210,Cuba,CUB,1985,0
6211,Cuba,CUB,1986,0
6212,Cuba,CUB,1987,0
6213,Cuba,CUB,1988,0
6214,Cuba,CUB,1989,0
6307,Cyprus,CYP,1961,1
6308,Cyprus,CYP,1962,1
6309,Cyprus,CYP,1963,1
6310,Cyprus,CYP,1964,1
6311,Cyprus,CYP,1965,1
6312,Cyprus,CYP,1966,1
6313,Cyprus,CYP,1967,1
6314,Cyprus,CYP,1968,1
6315,Cyprus,CYP,1969,1
6316,Cyprus,CYP,1970,1
6317,Cyprus,CYP,1971,1
6318,Cyprus,CYP,1972,1
6319,Cyprus,CYP,1973,1
6320,Cyprus,CYP,1974,2
6321,Cyprus,CYP,1975,2
6322,Cyprus,CYP,1976,2
6323,Cyprus,CYP,1977,2
6324,Cyprus,CYP,1978,2
6325,Cyprus,CYP,1979,2
6326,Cyprus,CYP,1980,2
6327,Cyprus,CYP,1981,2
6328,Cyprus,CYP,1982,2
6329,Cyprus,CYP,1983,2
6330,Cyprus,CYP,1984,2
6331,Cyprus,CYP,1985,2
6332,Cyprus,CYP,1986,2
6333,Cyprus,CYP,1987,2
6334,Cyprus,CYP,1988,2
6335,Cyprus,CYP,1989,2
6539,Czechia,CZE,1961,0
6540,Czechia,CZE,1962,0
6541,Czechia,CZE,1963,0
6542,Czechia,CZE,1964,0
6543,Czechia,CZE,1965,0
6544,Czechia,CZE,1966,0
6545,Czechia,CZE,1967,0
6546,Czechia,CZE,1968,0
6547,Czechia,CZE,1969,0
6548,Czechia,CZE,1970,0
6549,Czechia,CZE,1971,0
6550,Czechia,CZE,1972,0
6551,Czechia,CZE,1973,0
6552,Czechia,CZE,1974,0
6553,Czechia,CZE,1975,0
6554,Czechia,CZE,1976,0
6555,Czechia,CZE,1977,0
6556,Czechia,CZE,1978,0
6557,Czechia,CZE,1979,0
6558,Czechia,CZE,1980,0
6559,Czechia,CZE,1981,0
6560,Czechia,CZE,1982,0
6561,Czechia,CZE,1983,0
6562,Czechia,CZE,1984,0
6563,Czechia,CZE,1985,0
6564,Czechia,CZE,1986,0
6565,Czechia,CZE,1987,0
6566,Czechia,CZE,1988,0
6567,Czechia,CZE,1989,0
6660,Democratic Republic of Congo,COD,1961,1
6661,Democratic Republic of Congo,COD,1962,1
6662,Democratic Republic of Congo,COD,1963,1
6663,Democratic Republic of Congo,COD,1964,1
6664,Democratic Republic of Congo,COD,1965,0
6665,Democratic Republic of Congo,COD,1966,0
6666,Democratic Republic of Congo,COD,1967,0
6667,Democratic Republic of Congo,COD,1968,0
6668,Democratic Republic of Congo,COD,1969,0
6669,Democratic Republic of Congo,COD,1970,0
6670,Democratic Republic of Congo,COD,1971,0
6671,Democratic Republic of Congo,COD,1972,0
6672,Democratic Republic of Congo,COD,1973,0
6673,Democratic Republic of Congo,COD,1974,0
6674,Democratic Republic of Congo,COD,1975,0
6675,Democratic Republic of Congo,COD,1976,0
6676,Democratic Republic of Congo,COD,1977,0
6677,Democratic Republic of Congo,COD,1978,0
6678,Democratic Republic of Congo,COD,1979,0
6679,Democratic Republic of Congo,COD,1980,0
6680,Democratic Republic of Congo,COD,1981,0
6681,Democratic Republic of Congo,COD,1982,0
6682,Democratic Republic of Congo,COD,1983,0
6683,Democratic Republic of Congo,COD,1984,0
6684,Democratic Republic of Congo,COD,1985,0
6685,Democratic Republic of Congo,COD,1986,0
6686,Democratic Republic of Congo,COD,1987,0
6687,Democratic Republic of Congo,COD,1988,0
6688,Democratic Republic of Congo,COD,1989,0
6892,Denmark,DNK,1961,3
6893,Denmark,DNK,1962,3
6894,Denmark,DNK,1963,3
6895,Denmark,DNK,1964,3
6896,Denmark,DNK,1965,3
6897,Denmark,DNK,1966,3
6898,Denmark,DNK,1967,3
6899,Denmark,DNK,1968,3
6900,Denmark,DNK,1969,3
6901,Denmark,DNK,1970,3
6902,Denmark,DNK,1971,3
6903,Denmark,DNK,1972,3
6904,Denmark,DNK,1973,3
6905,Denmark,DNK,1974,3
6906,Denmark,DNK,1975,3
6907,Denmark,DNK,1976,3
6908,Denmark,DNK,1977,3
6909,Denmark,DNK,1978,3
6910,Denmark,DNK,1979,3
6911,Denmark,DNK,1980,3
6912,Denmark,DNK,1981,3
6913,Denmark,DNK,1982,3
6914,Denmark,DNK,1983,3
6915,Denmark,DNK,1984,3
6916,Denmark,DNK,1985,3
6917,Denmark,DNK,1986,3
6918,Denmark,DNK,1987,3
6919,Denmark,DNK,1988,3
6920,Denmark,DNK,1989,3
7013,Djibouti,DJI,1961,0
7014,Djibouti,DJI,1962,0
7015,Djibouti,DJI,1963,0
7016,Djibouti,DJI,1964,0
7017,Djibouti,DJI,1965,0
7018,Djibouti,DJI,1966,0
7019,Djibouti,DJI,1967,0
7020,Djibouti,DJI,1968,0
7021,Djibouti,DJI,1969,0
7022,Djibouti,DJI,1970,0
7023,Djibouti,DJI,1971,0
7024,Djibouti,DJI,1972,0
7025,Djibouti,DJI,1973,0
7026,Djibouti,DJI,1974,0
7027,Djibouti,DJI,1975,0
7028,Djibouti,DJI,1976,0
7029,Djibouti,DJI,1977,1
7030,Djibouti,DJI,1978,1
7031,Djibouti,DJI,1979,1
7032,Djibouti,DJI,1980,1
7033,Djibouti,DJI,1981,1
7034,Djibouti,DJI,1982,0
7035,Djibouti,DJI,1983,0
7036,Djibouti,DJI,1984,0
7037,Djibouti,DJI,1985,0
7038,Djibouti,DJI,1986,0
7039,Djibouti,DJI,1987,1
7040,Djibouti,DJI,1988,1
7041,Djibouti,DJI,1989,1
7223,Dominican Republic,DOM,1961,0
7224,Dominican Republic,DOM,1962,0
7225,Dominican Republic,DOM,1963,1
7226,Dominican Republic,DOM,1964,0
7227,Dominican Republic,DOM,1965,0
7228,Dominican Republic,DOM,1966,0
7229,Dominican Republic,DOM,1967,1
7230,Dominican Republic,DOM,1968,1
7231,Dominican Republic,DOM,1969,1
7232,Dominican Republic,DOM,1970,1
7233,Dominican Republic,DOM,1971,1
7234,Dominican Republic,DOM,1972,1
7235,Dominican Republic,DOM,1973,1
7236,Dominican Republic,DOM,1974,1
7237,Dominican Republic,DOM,1975,1
7238,Dominican Republic,DOM,1976,1
7239,Dominican Republic,DOM,1977,1
7240,Dominican Republic,DOM,1978,1
7241,Dominican Republic,DOM,1979,1
7242,Dominican Republic,DOM,1980,1
7243,Dominican Republic,DOM,1981,1
7244,Dominican Republic,DOM,1982,2
7245,Dominican Republic,DOM,1983,2
7246,Dominican Republic,DOM,1984,2
7247,Dominican Republic,DOM,1985,2
7248,Dominican Republic,DOM,1986,2
7249,Dominican Republic,DOM,1987,2
7250,Dominican Republic,DOM,1988,2
7251,Dominican Republic,DOM,1989,2
7414,Ecuador,ECU,1961,1
7415,Ecuador,ECU,1962,1
7416,Ecuador,ECU,1963,0
7417,Ecuador,ECU,1964,0
7418,Ecuador,ECU,1965,0
7419,Ecuador,ECU,1966,0
7420,Ecuador,ECU,1967,0
7421,Ecuador,ECU,1968,1
7422,Ecuador,ECU,1969,1
7423,Ecuador,ECU,1970,1
7424,Ecuador,ECU,1971,1
7425,Ecuador,ECU,1972,0
7426,Ecuador,ECU,1973,0
7427,Ecuador,ECU,1974,0
7428,Ecuador,ECU,1975,0
7429,Ecuador,ECU,1976,0
7430,Ecuador,ECU,1977,0
7431,Ecuador,ECU,1978,0
7432,Ecuador,ECU,1979,1
7433,Ecuador,ECU,1980,2
7434,Ecuador,ECU,1981,2
7435,Ecuador,ECU,1982,2
7436,Ecuador,ECU,1983,2
7437,Ecuador,ECU,1984,2
7438,Ecuador,ECU,1985,2
7439,Ecuador,ECU,1986,2
7440,Ecuador,ECU,1987,2
7441,Ecuador,ECU,1988,2
7442,Ecuador,ECU,1989,2
7646,Egypt,EGY,1961,0
7647,Egypt,EGY,1962,0
7648,Egypt,EGY,1963,0
7649,Egypt,EGY,1964,0
7650,Egypt,EGY,1965,0
7651,Egypt,EGY,1966,0
7652,Egypt,EGY,1967,0
7653,Egypt,EGY,1968,0
7654,Egypt,EGY,1969,0
7655,Egypt,EGY,1970,0
7656,Egypt,EGY,1971,0
7657,Egypt,EGY,1972,0
7658,Egypt,EGY,1973,0
7659,Egypt,EGY,1974,0
7660,Egypt,EGY,1975,0
7661,Egypt,EGY,1976,1
7662,Egypt,EGY,1977,1
7663,Egypt,EGY,1978,1
7664,Egypt,EGY,1979,1
7665,Egypt,EGY,1980,1
7666,Egypt,EGY,1981,1
7667,Egypt,EGY,1982,1
7668,Egypt,EGY,1983,1
7669,Egypt,EGY,1984,1
7670,Egypt,EGY,1985,1
7671,Egypt,EGY,1986,1
7672,Egypt,EGY,1987,1
7673,Egypt,EGY,1988,1
7674,Egypt,EGY,1989,1
7828,El Salvador,SLV,1961,0
7829,El Salvador,SLV,1962,1
7830,El Salvador,SLV,1963,1
7831,El Salvador,SLV,1964,1
7832,El Salvador,SLV,1965,1
7833,El Salvador,SLV,1966,1
7834,El Salvador,SLV,1967,1
7835,El Salvador,SLV,1968,1
7836,El Salvador,SLV,1969,1
7837,El Salvador,SLV,1970,1
7838,El Salvador,SLV,1971,1
7839,El Salvador,SLV,1972,1
7840,El Salvador,SLV,1973,1
7841,El Salvador,SLV,1974,1
7842,El Salvador,SLV,1975,1
7843,El Salvador,SLV,1976,1
7844,El Salvador,SLV,1977,1
7845,El Salvador,SLV,1978,1
7846,El Salvador,SLV,1979,0
7847,El Salvador,SLV,1980,0
7848,El Salvador,SLV,1981,0
7849,El Salvador,SLV,1982,0
7850,El Salvador,SLV,1983,0
7851,El Salvador,SLV,1984,1
7852,El Salvador,SLV,1985,1
7853,El Salvador,SLV,1986,1
7854,El Salvador,SLV,1987,1
7855,El Salvador,SLV,1988,1
7856,El Salvador,SLV,1989,1
7949,Equatorial Guinea,GNQ,1961,0
7950,Equatorial Guinea,GNQ,1962,0
7951,Equatorial Guinea,GNQ,1963,0
7952,Equatorial Guinea,GNQ,1964,0
7953,Equatorial Guinea,GNQ,1965,0
7954,Equatorial Guinea,GNQ,1966,0
7955,Equatorial Guinea,GNQ,1967,0
7956,Equatorial Guinea,GNQ,1968,1
7957,Equatorial Guinea,GNQ,1969,1
7958,Equatorial Guinea,GNQ,1970,1
7959,Equatorial Guinea,GNQ,1971,1
7960,Equatorial Guinea,GNQ,1972,1
7961,Equatorial Guinea,GNQ,1973,1
7962,Equatorial Guinea,GNQ,1974,1
7963,Equatorial Guinea,GNQ,1975,1
7964,Equatorial Guinea,GNQ,1976,1
7965,Equatorial Guinea,GNQ,1977,1
7966,Equatorial Guinea,GNQ,1978,1
7967,Equatorial Guinea,GNQ,1979,0
7968,Equatorial Guinea,GNQ,1980,0
7969,Equatorial Guinea,GNQ,1981,0
7970,Equatorial Guinea,GNQ,1982,0
7971,Equatorial Guinea,GNQ,1983,0
7972,Equatorial Guinea,GNQ,1984,0
7973,Equatorial Guinea,GNQ,1985,0
7974,Equatorial Guinea,GNQ,1986,0
7975,Equatorial Guinea,GNQ,1987,0
7976,Equatorial Guinea,GNQ,1988,0
7977,Equatorial Guinea,GNQ,1989,0
8070,Eritrea,ERI,1961,0
8071,Eritrea,ERI,1962,0
8072,Eritrea,ERI,1963,0
8073,Eritrea,ERI,1964,0
8074,Eritrea,ERI,1965,0
8075,Eritrea,ERI,1966,0
8076,Eritrea,ERI,1967,0
8077,Eritrea,ERI,1968,0
8078,Eritrea,ERI,1969,0
8079,Eritrea,ERI,1970,0
8080,Eritrea,ERI,1971,0
8081,Eritrea,ERI,1972,0
8082,Eritrea,ERI,1973,0
8083,Eritrea,ERI,1974,0
8084,Eritrea,ERI,1975,0
8085,Eritrea,ERI,1976,0
8086,Eritrea,ERI,1977,0
8087,Eritrea,ERI,1978,0
8088,Eritrea,ERI,1979,0
8089,Eritrea,ERI,1980,0
8090,Eritrea,ERI,1981,0
8091,Eritrea,ERI,1982,0
8092,Eritrea,ERI,1983,0
8093,Eritrea,ERI,1984,0
8094,Eritrea,ERI,1985,0
8095,Eritrea,ERI,1986,0
8096,Eritrea,ERI,1987,0
8097,Eritrea,ERI,1988,0
8098,Eritrea,ERI,1989,0
8302,Estonia,EST,1961,0
8303,Estonia,EST,1962,0
8304,Estonia,EST,1963,0
8305,Estonia,EST,1964,0
8306,Estonia,EST,1965,0
8307,Estonia,EST,1966,0
8308,Estonia,EST,1967,0
8309,Estonia,EST,1968,0
8310,Estonia,EST,1969,0
8311,Estonia,EST,1970,0
8312,Estonia,EST,1971,0
8313,Estonia,EST,1972,0
8314,Estonia,EST,1973,0
8315,Estonia,EST,1974,0
8316,Estonia,EST,1975,0
8317,Estonia,EST,1976,0
8318,Estonia,EST,1977,0
8319,Estonia,EST,1978,0
8320,Estonia,EST,1979,0
8321,Estonia,EST,1980,0
8322,Estonia,EST,1981,0
8323,Estonia,EST,1982,0
8324,Estonia,EST,1983,0
8325,Estonia,EST,1984,0
8326,Estonia,EST,1985,0
8327,Estonia,EST,1986,0
8328,Estonia,EST,1987,0
8329,Estonia,EST,1988,0
8330,Estonia,EST,1989,0
8423,Eswatini,SWZ,1961,0
8424,Eswatini,SWZ,1962,0
8425,Eswatini,SWZ,1963,0
8426,Eswatini,SWZ,1964,0
8427,Eswatini,SWZ,1965,0
8428,Eswatini,SWZ,1966,0
8429,Eswatini,SWZ,1967,0
8430,Eswatini,SWZ,1968,0
8431,Eswatini,SWZ,1969,0
8432,Eswatini,SWZ,1970,0
8433,Eswatini,SWZ,1971,0
8434,Eswatini,SWZ,1972,0
8435,Eswatini,SWZ,1973,0
8436,Eswatini,SWZ,1974,0
8437,Eswatini,SWZ,1975,0
8438,Eswatini,SWZ,1976,0
8439,Eswatini,SWZ,1977,0
8440,Eswatini,SWZ,1978,0
8441,Eswatini,SWZ,1979,0
8442,Eswatini,SWZ,1980,0
8443,Eswatini,SWZ,1981,0
8444,Eswatini,SWZ,1982,0
8445,Eswatini,SWZ,1983,0
8446,Eswatini,SWZ,1984,0
8447,Eswatini,SWZ,1985,0
8448,Eswatini,SWZ,1986,0
8449,Eswatini,SWZ,1987,0
8450,Eswatini,SWZ,1988,0
8451,Eswatini,SWZ,1989,0
8655,Ethiopia,ETH,1961,0
8656,Ethiopia,ETH,1962,0
8657,Ethiopia,ETH,1963,0
8658,Ethiopia,ETH,1964,0
8659,Ethiopia,ETH,1965,0
8660,Ethiopia,ETH,1966,0
8661,Ethiopia,ETH,1967,0
8662,Ethiopia,ETH,1968,0
8663,Ethiopia,ETH,1969,0
8664,Ethiopia,ETH,1970,0
8665,Ethiopia,ETH,1971,0
8666,Ethiopia,ETH,1972,0
8667,Ethiopia,ETH,1973,0
8668,Ethiopia,ETH,1974,0
8669,Ethiopia,ETH,1975,0
8670,Ethiopia,ETH,1976,0
8671,Ethiopia,ETH,1977,0
8672,Ethiopia,ETH,1978,0
8673,Ethiopia,ETH,1979,0
8674,Ethiopia,ETH,1980,0
8675,Ethiopia,ETH,1981,0
8676,Ethiopia,ETH,1982,0
8677,Ethiopia,ETH,1983,0
8678,Ethiopia,ETH,1984,0
8679,Ethiopia,ETH,1985,0
8680,Ethiopia,ETH,1986,0
8681,Ethiopia,ETH,1987,0
8682,Ethiopia,ETH,1988,0
8683,Ethiopia,ETH,1989,0
8776,Fiji,FJI,1961,0
8777,Fiji,FJI,1962,0
8778,Fiji,FJI,1963,0
8779,Fiji,FJI,1964,0
8780,Fiji,FJI,1965,0
8781,Fiji,FJI,1966,0
8782,Fiji,FJI,1967,1
8783,Fiji,FJI,1968,1
8784,Fiji,FJI,1969,1
8785,Fiji,FJI,1970,2
8786,Fiji,FJI,1971,2
8787,Fiji,FJI,1972,2
8788,Fiji,FJI,1973,2
8789,Fiji,FJI,1974,2
8790,Fiji,FJI,1975,2
8791,Fiji,FJI,1976,2
8792,Fiji,FJI,1977,2
8793,Fiji,FJI,1978,2
8794,Fiji,FJI,1979,2
8795,Fiji,FJI,1980,2
8796,Fiji,FJI,1981,2
8797,Fiji,FJI,1982,2
8798,Fiji,FJI,1983,2
8799,Fiji,FJI,1984,2
8800,Fiji,FJI,1985,2
8801,Fiji,FJI,1986,2
8802,Fiji,FJI,1987,0
8803,Fiji,FJI,1988,0
8804,Fiji,FJI,1989,0
9008,Finland,FIN,1961,3
9009,Finland,FIN,1962,3
9010,Finland,FIN,1963,3
9011,Finland,FIN,1964,3
9012,Finland,FIN,1965,3
9013,Finland,FIN,1966,3
9014,Finland,FIN,1967,3
9015,Finland,FIN,1968,3
9016,Finland,FIN,1969,3
9017,Finland,FIN,1970,3
9018,Finland,FIN,1971,3
9019,Finland,FIN,1972,3
9020,Finland,FIN,1973,3
9021,Finland,FIN,1974,3
9022,Finland,FIN,1975,3
9023,Finland,FIN,1976,3
9024,Finland,FIN,1977,3
9025,Finland,FIN,1978,3
9026,Finland,FIN,1979,3
9027,Finland,FIN,1980,3
9028,Finland,FIN,1981,3
9029,Finland,FIN,1982,3
9030,Finland,FIN,1983,3
9031,Finland,FIN,1984,3
9032,Finland,FIN,1985,3
9033,Finland,FIN,1986,3
9034,Finland,FIN,1987,3
9035,Finland,FIN,1988,3
9036,Finland,FIN,1989,3
9240,France,FRA,1961,3
9241,France,FRA,1962,3
9242,France,FRA,1963,3
9243,France,FRA,1964,3
9244,France,FRA,1965,3
9245,France,FRA,1966,3
9246,France,FRA,1967,3
9247,France,FRA,1968,3
9248,France,FRA,1969,3
9249,France,FRA,1970,3
9250,France,FRA,1971,3
9251,France,FRA,1972,3
9252,France,FRA,1973,3
9253,France,FRA,1974,3
9254,France,FRA,1975,3
